SubscriptionID,CompanyID,PlanID,SnapshotDateKey,ActiveUsers,MRR_Amount,IsActive,IsChurned,IsUpgrade,IsDowngrade,DateKey,FullDate
1417,66,3,20240201,69,1579,1,0,0,0,20240201,2024-02-01
1418,66,3,20240301,46,1119,1,0,0,0,20240301,2024-03-01
1419,66,3,20240401,84,1879,1,0,0,0,20240401,2024-04-01
1420,66,3,20240501,90,1999,0,1,0,0,20240501,2024-05-01
1421,67,1,20240301,36,229,1,0,0,0,20240301,2024-03-01
1422,67,1,20240401,24,169,1,0,0,0,20240401,2024-04-01
1423,67,1,20240501,51,304,1,0,0,0,20240501,2024-05-01
1424,67,1,20240601,55,324,1,0,0,0,20240601,2024-06-01
1425,67,1,20240701,57,334,1,0,0,0,20240701,2024-07-01
1426,67,1,20240801,90,499,1,0,0,0,20240801,2024-08-01
1427,67,1,20240901,59,344,1,0,0,0,20240901,2024-09-01
1428,67,1,20241001,88,489,1,0,0,0,20241001,2024-10-01
1429,67,1,20241101,33,214,1,0,0,0,20241101,2024-11-01
1430,67,1,20241201,55,324,1,0,0,0,20241201,2024-12-01
1431,67,1,20250101,94,519,1,0,0,0,20250101,2025-01-01
1432,67,1,20250201,87,484,1,0,0,0,20250201,2025-02-01
1433,67,1,20250301,80,449,1,0,0,0,20250301,2025-03-01
1434,67,1,20250401,50,299,1,0,0,0,20250401,2025-04-01
1435,67,1,20250501,85,474,1,0,0,0,20250501,2025-05-01
1436,67,1,20250601,88,489,1,0,0,0,20250601,2025-06-01
1437,67,2,20250701,90,999,1,0,1,0,20250701,2025-07-01
1438,67,3,20250801,43,1059,1,0,1,0,20250801,2025-08-01
1439,67,3,20250901,66,1519,1,0,0,0,20250901,2025-09-01
1440,67,3,20251001,84,1879,1,0,0,0,20251001,2025-10-01
1441,67,3,20251101,82,1839,1,0,0,0,20251101,2025-11-01
1442,67,3,20251201,67,1539,1,0,0,0,20251201,2025-12-01
1443,67,3,20260101,49,1179,1,0,0,0,20260101,2026-01-01
1444,67,3,20260201,43,1059,1,0,0,0,20260201,2026-02-01
1445,67,3,20260301,55,1299,1,0,0,0,20260301,2026-03-01
1446,67,4,20260401,73,3054,1,0,1,0,20260401,2026-04-01
1447,67,4,20260501,31,1584,1,0,0,0,20260501,2026-05-01
1448,67,4,20260601,28,1479,1,0,0,0,20260601,2026-06-01
1449,67,4,20260701,98,3929,1,0,0,0,20260701,2026-07-01
1450,67,4,20260801,67,2844,1,0,0,0,20260801,2026-08-01
1451,67,4,20260901,55,2424,1,0,0,0,20260901,2026-09-01
1452,67,4,20261001,60,2599,1,0,0,0,20261001,2026-10-01
1453,67,4,20261101,62,2669,1,0,0,0,20261101,2026-11-01
1454,67,4,20261201,61,2634,1,0,0,0,20261201,2026-12-01
1455,68,1,20230601,27,184,1,0,0,0,20230601,2023-06-01
1456,68,2,20230701,35,449,1,0,1,0,20230701,2023-07-01
1457,68,2,20230801,94,1039,1,0,0,0,20230801,2023-08-01
1458,68,2,20230901,82,919,1,0,0,0,20230901,2023-09-01
1459,68,2,20231001,72,819,1,0,0,0,20231001,2023-10-01
1460,68,2,20231101,50,599,1,0,0,0,20231101,2023-11-01
1461,68,2,20231201,51,609,1,0,0,0,20231201,2023-12-01
1462,68,2,20240101,78,879,1,0,0,0,20240101,2024-01-01
1463,68,2,20240201,22,319,1,0,0,0,20240201,2024-02-01
1464,68,2,20240301,25,349,1,0,0,0,20240301,2024-03-01
1465,68,2,20240401,59,689,1,0,0,0,20240401,2024-04-01
1466,68,2,20240501,37,469,0,1,0,0,20240501,2024-05-01
1467,69,1,20250101,17,134,1,0,0,0,20250101,2025-01-01
1468,69,1,20250201,18,139,0,1,0,0,20250201,2025-02-01
1469,70,1,20240601,30,199,1,0,0,0,20240601,2024-06-01
1470,70,1,20240701,26,179,1,0,0,0,20240701,2024-07-01
1471,70,1,20240801,50,299,1,0,0,0,20240801,2024-08-01
1472,70,1,20240901,88,489,1,0,0,0,20240901,2024-09-01
1473,70,1,20241001,49,294,1,0,0,0,20241001,2024-10-01
1474,70,1,20241101,36,229,1,0,0,0,20241101,2024-11-01
1475,70,1,20241201,28,189,1,0,0,0,20241201,2024-12-01
1476,70,1,20250101,99,544,1,0,0,0,20250101,2025-01-01
1477,70,1,20250201,62,359,1,0,0,0,20250201,2025-02-01
1478,70,1,20250301,59,344,1,0,0,0,20250301,2025-03-01
1479,70,1,20250401,48,289,1,0,0,0,20250401,2025-04-01
1480,70,1,20250501,30,199,1,0,0,0,20250501,2025-05-01
1481,70,1,20250601,83,464,1,0,0,0,20250601,2025-06-01
1482,70,2,20250701,50,599,1,0,1,0,20250701,2025-07-01
1483,70,2,20250801,23,329,1,0,0,0,20250801,2025-08-01
1484,70,2,20250901,52,619,1,0,0,0,20250901,2025-09-01
1485,70,2,20251001,88,979,1,0,0,0,20251001,2025-10-01
1486,70,1,20251101,42,259,1,0,0,1,20251101,2025-11-01
1487,70,1,20251201,56,329,1,0,0,0,20251201,2025-12-01
1488,70,1,20260101,85,474,1,0,0,0,20260101,2026-01-01
1489,70,1,20260201,97,534,1,0,0,0,20260201,2026-02-01
1490,70,2,20260301,27,369,1,0,1,0,20260301,2026-03-01
1491,70,2,20260401,22,319,1,0,0,0,20260401,2026-04-01
1492,70,2,20260501,35,449,1,0,0,0,20260501,2026-05-01
1493,70,2,20260601,88,979,1,0,0,0,20260601,2026-06-01
1494,70,2,20260701,32,419,1,0,0,0,20260701,2026-07-01
1495,70,2,20260801,45,549,1,0,0,0,20260801,2026-08-01
1496,70,2,20260901,94,1039,1,0,0,0,20260901,2026-09-01
1497,70,2,20261001,79,889,1,0,0,0,20261001,2026-10-01
1498,70,2,20261101,100,1099,1,0,0,0,20261101,2026-11-01
1499,70,2,20261201,50,599,1,0,0,0,20261201,2026-12-01
1500,71,1,20240901,16,129,1,0,0,0,20240901,2024-09-01
1501,71,1,20241001,11,104,1,0,0,0,20241001,2024-10-01
1502,71,1,20241101,13,114,1,0,0,0,20241101,2024-11-01
1503,71,1,20241201,14,119,1,0,0,0,20241201,2024-12-01
1504,71,1,20250101,8,89,1,0,0,0,20250101,2025-01-01
1505,71,2,20250201,14,239,1,0,1,0,20250201,2025-02-01
1506,71,2,20250301,10,199,1,0,0,0,20250301,2025-03-01
1507,71,2,20250401,13,229,1,0,0,0,20250401,2025-04-01
1508,71,2,20250501,12,219,1,0,0,0,20250501,2025-05-01
1509,71,2,20250601,7,169,1,0,0,0,20250601,2025-06-01
1510,71,2,20250701,17,269,1,0,0,0,20250701,2025-07-01
1511,71,2,20250801,7,169,1,0,0,0,20250801,2025-08-01
1512,71,2,20250901,10,199,1,0,0,0,20250901,2025-09-01
1513,71,3,20251001,8,359,1,0,1,0,20251001,2025-10-01
1514,71,3,20251101,8,359,1,0,0,0,20251101,2025-11-01
1515,71,3,20251201,8,359,1,0,0,0,20251201,2025-12-01
1516,71,3,20260101,7,339,1,0,0,0,20260101,2026-01-01
1517,71,3,20260201,12,439,0,1,0,0,20260201,2026-02-01
1518,72,1,20241001,181,954,1,0,0,0,20241001,2024-10-01
1519,72,1,20241101,424,2169,1,0,0,0,20241101,2024-11-01
1520,72,1,20241201,397,2034,1,0,0,0,20241201,2024-12-01
1521,72,1,20250101,488,2489,1,0,0,0,20250101,2025-01-01
1522,72,1,20250201,204,1069,1,0,0,0,20250201,2025-02-01
1523,72,1,20250301,200,1049,1,0,0,0,20250301,2025-03-01
1524,72,2,20250401,338,3479,1,0,1,0,20250401,2025-04-01
1525,72,2,20250501,240,2499,1,0,0,0,20250501,2025-05-01
1526,72,3,20250601,375,7699,1,0,1,0,20250601,2025-06-01
1527,72,3,20250701,322,6639,1,0,0,0,20250701,2025-07-01
1528,72,3,20250801,494,10079,1,0,0,0,20250801,2025-08-01
1529,72,3,20250901,493,10059,1,0,0,0,20250901,2025-09-01
1530,72,3,20251001,428,8759,1,0,0,0,20251001,2025-10-01
1531,72,3,20251101,114,2479,1,0,0,0,20251101,2025-11-01
1532,72,3,20251201,362,7439,1,0,0,0,20251201,2025-12-01
1533,72,3,20260101,142,3039,1,0,0,0,20260101,2026-01-01
1534,72,3,20260201,389,7979,1,0,0,0,20260201,2026-02-01
1535,72,3,20260301,303,6259,1,0,0,0,20260301,2026-03-01
1536,72,3,20260401,132,2839,1,0,0,0,20260401,2026-04-01
1537,72,3,20260501,264,5479,1,0,0,0,20260501,2026-05-01
1538,72,3,20260601,425,8699,1,0,0,0,20260601,2026-06-01
1539,72,3,20260701,289,5979,1,0,0,0,20260701,2026-07-01
1540,72,3,20260801,373,7659,1,0,0,0,20260801,2026-08-01
1541,72,3,20260901,158,3359,1,0,0,0,20260901,2026-09-01
1542,72,3,20261001,142,3039,1,0,0,0,20261001,2026-10-01
1543,72,3,20261101,322,6639,1,0,0,0,20261101,2026-11-01
1544,72,3,20261201,193,4059,1,0,0,0,20261201,2026-12-01
1545,73,1,20251201,59,344,1,0,0,0,20251201,2025-12-01
1546,73,1,20260101,21,154,1,0,0,0,20260101,2026-01-01
1547,73,1,20260201,57,334,1,0,0,0,20260201,2026-02-01
1548,73,1,20260301,82,459,1,0,0,0,20260301,2026-03-01
1549,73,1,20260401,70,399,1,0,0,0,20260401,2026-04-01
1550,73,2,20260501,75,849,1,0,1,0,20260501,2026-05-01
1551,73,2,20260601,55,649,1,0,0,0,20260601,2026-06-01
1552,73,2,20260701,86,959,1,0,0,0,20260701,2026-07-01
1553,73,2,20260801,31,409,1,0,0,0,20260801,2026-08-01
1554,73,2,20260901,41,509,1,0,0,0,20260901,2026-09-01
1555,73,2,20261001,52,619,1,0,0,0,20261001,2026-10-01
1556,73,2,20261101,54,639,1,0,0,0,20261101,2026-11-01
1557,73,2,20261201,40,499,1,0,0,0,20261201,2026-12-01
1558,74,1,20240301,232,1209,1,0,0,0,20240301,2024-03-01
1559,74,1,20240401,152,809,1,0,0,0,20240401,2024-04-01
1560,74,1,20240501,209,1094,1,0,0,0,20240501,2024-05-01
1561,74,2,20240601,104,1139,1,0,1,0,20240601,2024-06-01
1562,74,2,20240701,156,1659,1,0,0,0,20240701,2024-07-01
1563,74,2,20240801,142,1519,1,0,0,0,20240801,2024-08-01
1564,74,2,20240901,435,4449,1,0,0,0,20240901,2024-09-01
1565,74,2,20241001,205,2149,1,0,0,0,20241001,2024-10-01
1566,74,2,20241101,184,1939,1,0,0,0,20241101,2024-11-01
1567,74,2,20241201,293,3029,1,0,0,0,20241201,2024-12-01
1568,74,2,20250101,212,2219,1,0,0,0,20250101,2025-01-01
1569,74,2,20250201,290,2999,1,0,0,0,20250201,2025-02-01
1570,74,1,20250301,411,2104,1,0,0,1,20250301,2025-03-01
1571,74,1,20250401,280,1449,1,0,0,0,20250401,2025-04-01
1572,74,2,20250501,263,2729,1,0,1,0,20250501,2025-05-01
1573,74,2,20250601,399,4089,1,0,0,0,20250601,2025-06-01
1574,74,2,20250701,326,3359,1,0,0,0,20250701,2025-07-01
1575,74,2,20250801,459,4689,1,0,0,0,20250801,2025-08-01
1576,74,2,20250901,262,2719,1,0,0,0,20250901,2025-09-01
1577,74,2,20251001,490,4999,1,0,0,0,20251001,2025-10-01
1578,74,2,20251101,392,4019,1,0,0,0,20251101,2025-11-01
1579,74,2,20251201,220,2299,1,0,0,0,20251201,2025-12-01
1580,74,1,20260101,457,2334,1,0,0,1,20260101,2026-01-01
1581,74,1,20260201,133,714,1,0,0,0,20260201,2026-02-01
1582,74,1,20260301,115,624,1,0,0,0,20260301,2026-03-01
1583,74,1,20260401,438,2239,1,0,0,0,20260401,2026-04-01
1584,74,1,20260501,173,914,1,0,0,0,20260501,2026-05-01
1585,74,1,20260601,258,1339,1,0,0,0,20260601,2026-06-01
1586,74,1,20260701,104,569,1,0,0,0,20260701,2026-07-01
1587,74,1,20260801,177,934,1,0,0,0,20260801,2026-08-01
1588,74,1,20260901,400,2049,1,0,0,0,20260901,2026-09-01
1589,74,1,20261001,187,984,1,0,0,0,20261001,2026-10-01
1590,74,1,20261101,204,1069,1,0,0,0,20261101,2026-11-01
1591,74,1,20261201,234,1219,1,0,0,0,20261201,2026-12-01
1592,75,1,20240801,50,299,1,0,0,0,20240801,2024-08-01
1593,75,1,20240901,75,424,1,0,0,0,20240901,2024-09-01
1594,75,1,20241001,59,344,1,0,0,0,20241001,2024-10-01
1595,75,1,20241101,45,274,1,0,0,0,20241101,2024-11-01
1596,75,1,20241201,30,199,1,0,0,0,20241201,2024-12-01
1597,75,1,20250101,99,544,1,0,0,0,20250101,2025-01-01
1598,75,1,20250201,78,439,1,0,0,0,20250201,2025-02-01
1599,75,1,20250301,69,394,1,0,0,0,20250301,2025-03-01
1600,75,1,20250401,32,209,0,1,0,0,20250401,2025-04-01
1601,76,1,20220401,9,94,1,0,0,0,20220401,2022-04-01
1602,76,1,20220501,10,99,1,0,0,0,20220501,2022-05-01
1603,76,1,20220601,6,79,1,0,0,0,20220601,2022-06-01
1604,76,1,20220701,11,104,1,0,0,0,20220701,2022-07-01
1605,76,1,20220801,12,109,1,0,0,0,20220801,2022-08-01
1606,76,1,20220901,12,109,1,0,0,0,20220901,2022-09-01
1607,76,1,20221001,7,84,1,0,0,0,20221001,2022-10-01
1608,76,1,20221101,20,149,1,0,0,0,20221101,2022-11-01
1609,76,1,20221201,19,144,0,1,0,0,20221201,2022-12-01
1610,77,1,20230501,6,79,1,0,0,0,20230501,2023-05-01
1611,77,1,20230601,19,144,0,1,0,0,20230601,2023-06-01
1612,78,1,20251101,76,429,1,0,0,0,20251101,2025-11-01
1613,78,1,20251201,91,504,1,0,0,0,20251201,2025-12-01
1614,78,1,20260101,65,374,1,0,0,0,20260101,2026-01-01
1615,78,1,20260201,52,309,1,0,0,0,20260201,2026-02-01
1616,78,1,20260301,54,319,1,0,0,0,20260301,2026-03-01
1617,78,1,20260401,96,529,1,0,0,0,20260401,2026-04-01
1618,78,1,20260501,26,179,1,0,0,0,20260501,2026-05-01
1619,78,2,20260601,27,369,1,0,1,0,20260601,2026-06-01
1620,78,2,20260701,73,829,1,0,0,0,20260701,2026-07-01
1621,78,2,20260801,21,309,1,0,0,0,20260801,2026-08-01
1622,78,2,20260901,81,909,1,0,0,0,20260901,2026-09-01
1623,78,2,20261001,53,629,1,0,0,0,20261001,2026-10-01
1624,78,2,20261101,57,669,1,0,0,0,20261101,2026-11-01
1625,78,3,20261201,92,2039,1,0,1,0,20261201,2026-12-01
1626,79,1,20231001,13,114,1,0,0,0,20231001,2023-10-01
1627,79,1,20231101,11,104,1,0,0,0,20231101,2023-11-01
1628,79,1,20231201,16,129,1,0,0,0,20231201,2023-12-01
1629,79,1,20240101,9,94,1,0,0,0,20240101,2024-01-01
1630,79,1,20240201,15,124,1,0,0,0,20240201,2024-02-01
1631,79,1,20240301,7,84,1,0,0,0,20240301,2024-03-01
1632,79,1,20240401,12,109,1,0,0,0,20240401,2024-04-01
1633,79,2,20240501,9,189,1,0,1,0,20240501,2024-05-01
1634,79,2,20240601,11,209,1,0,0,0,20240601,2024-06-01
1635,79,1,20240701,13,114,0,1,0,1,20240701,2024-07-01
1636,80,1,20230601,8,89,1,0,0,0,20230601,2023-06-01
1637,80,1,20230701,5,74,1,0,0,0,20230701,2023-07-01
1638,80,1,20230801,13,114,1,0,0,0,20230801,2023-08-01
1639,80,1,20230901,13,114,1,0,0,0,20230901,2023-09-01
1640,80,1,20231001,13,114,1,0,0,0,20231001,2023-10-01
1641,80,1,20231101,10,99,0,1,0,0,20231101,2023-11-01
1642,81,1,20241101,93,514,1,0,0,0,20241101,2024-11-01
1643,81,1,20241201,79,444,1,0,0,0,20241201,2024-12-01
1644,81,1,20250101,99,544,1,0,0,0,20250101,2025-01-01
1645,81,1,20250201,50,299,1,0,0,0,20250201,2025-02-01
1646,81,1,20250301,42,259,1,0,0,0,20250301,2025-03-01
1647,81,1,20250401,51,304,1,0,0,0,20250401,2025-04-01
1648,81,1,20250501,78,439,1,0,0,0,20250501,2025-05-01
1649,81,1,20250601,20,149,1,0,0,0,20250601,2025-06-01
1650,81,1,20250701,49,294,1,0,0,0,20250701,2025-07-01
1651,81,1,20250801,81,454,1,0,0,0,20250801,2025-08-01
1652,81,1,20250901,61,354,1,0,0,0,20250901,2025-09-01
1653,81,1,20251001,62,359,1,0,0,0,20251001,2025-10-01
1654,81,1,20251101,93,514,1,0,0,0,20251101,2025-11-01
1655,81,1,20251201,91,504,1,0,0,0,20251201,2025-12-01
1656,81,1,20260101,39,244,1,0,0,0,20260101,2026-01-01
1657,81,1,20260201,50,299,1,0,0,0,20260201,2026-02-01
1658,81,1,20260301,55,324,1,0,0,0,20260301,2026-03-01
1659,81,1,20260401,59,344,1,0,0,0,20260401,2026-04-01
1660,81,2,20260501,48,579,1,0,1,0,20260501,2026-05-01
1661,81,2,20260601,63,729,1,0,0,0,20260601,2026-06-01
1662,81,2,20260701,62,719,1,0,0,0,20260701,2026-07-01
1663,81,2,20260801,49,589,1,0,0,0,20260801,2026-08-01
1664,81,2,20260901,62,719,1,0,0,0,20260901,2026-09-01
1665,81,2,20261001,29,389,1,0,0,0,20261001,2026-10-01
1666,81,2,20261101,82,919,1,0,0,0,20261101,2026-11-01
1667,81,2,20261201,55,649,1,0,0,0,20261201,2026-12-01
1668,82,1,20240601,12,109,1,0,0,0,20240601,2024-06-01
1669,82,1,20240701,14,119,1,0,0,0,20240701,2024-07-01
1670,82,1,20240801,17,134,1,0,0,0,20240801,2024-08-01
1671,82,1,20240901,14,119,1,0,0,0,20240901,2024-09-01
1672,82,1,20241001,15,124,1,0,0,0,20241001,2024-10-01
1673,82,1,20241101,17,134,1,0,0,0,20241101,2024-11-01
1674,82,1,20241201,18,139,1,0,0,0,20241201,2024-12-01
1675,82,1,20250101,14,119,1,0,0,0,20250101,2025-01-01
1676,82,1,20250201,19,144,1,0,0,0,20250201,2025-02-01
1677,82,1,20250301,5,74,1,0,0,0,20250301,2025-03-01
1678,82,1,20250401,6,79,1,0,0,0,20250401,2025-04-01
1679,82,1,20250501,19,144,1,0,0,0,20250501,2025-05-01
1680,82,1,20250601,7,84,1,0,0,0,20250601,2025-06-01
1681,82,1,20250701,20,149,1,0,0,0,20250701,2025-07-01
1682,82,1,20250801,18,139,1,0,0,0,20250801,2025-08-01
1683,82,1,20250901,7,84,1,0,0,0,20250901,2025-09-01
1684,82,1,20251001,7,84,1,0,0,0,20251001,2025-10-01
1685,82,1,20251101,18,139,1,0,0,0,20251101,2025-11-01
1686,82,1,20251201,18,139,1,0,0,0,20251201,2025-12-01
1687,82,1,20260101,9,94,1,0,0,0,20260101,2026-01-01
1688,82,1,20260201,5,74,1,0,0,0,20260201,2026-02-01
1689,82,1,20260301,11,104,1,0,0,0,20260301,2026-03-01
1690,82,1,20260401,6,79,1,0,0,0,20260401,2026-04-01
1691,82,1,20260501,11,104,1,0,0,0,20260501,2026-05-01
1692,82,1,20260601,7,84,1,0,0,0,20260601,2026-06-01
1693,82,2,20260701,9,189,1,0,1,0,20260701,2026-07-01
1694,82,2,20260801,5,149,1,0,0,0,20260801,2026-08-01
1695,82,2,20260901,12,219,1,0,0,0,20260901,2026-09-01
1696,82,2,20261001,14,239,1,0,0,0,20261001,2026-10-01
1697,82,2,20261101,12,219,0,1,0,0,20261101,2026-11-01
1698,83,1,20220701,7,84,0,1,0,0,20220701,2022-07-01
1699,84,2,20240101,67,769,1,0,1,0,20240101,2024-01-01
1700,84,2,20240201,46,559,1,0,0,0,20240201,2024-02-01
1701,84,2,20240301,40,499,1,0,0,0,20240301,2024-03-01
1702,84,2,20240401,63,729,1,0,0,0,20240401,2024-04-01
1703,84,2,20240501,83,929,1,0,0,0,20240501,2024-05-01
1704,84,2,20240601,96,1059,1,0,0,0,20240601,2024-06-01
1705,84,2,20240701,21,309,1,0,0,0,20240701,2024-07-01
1706,84,2,20240801,42,519,1,0,0,0,20240801,2024-08-01
1707,84,2,20240901,77,869,1,0,0,0,20240901,2024-09-01
1708,84,2,20241001,59,689,1,0,0,0,20241001,2024-10-01
1709,84,2,20241101,96,1059,1,0,0,0,20241101,2024-11-01
1710,84,2,20241201,68,779,1,0,0,0,20241201,2024-12-01
1711,84,2,20250101,71,809,1,0,0,0,20250101,2025-01-01
1712,84,2,20250201,47,569,1,0,0,0,20250201,2025-02-01
1713,84,2,20250301,27,369,1,0,0,0,20250301,2025-03-01
1714,84,2,20250401,57,669,1,0,0,0,20250401,2025-04-01
1715,84,2,20250501,97,1069,1,0,0,0,20250501,2025-05-01
1716,84,2,20250601,68,779,1,0,0,0,20250601,2025-06-01
1717,84,2,20250701,58,679,1,0,0,0,20250701,2025-07-01
1718,84,2,20250801,56,659,1,0,0,0,20250801,2025-08-01
1719,84,2,20250901,37,469,1,0,0,0,20250901,2025-09-01
1720,84,2,20251001,47,569,1,0,0,0,20251001,2025-10-01
1721,84,2,20251101,87,969,1,0,0,0,20251101,2025-11-01
1722,84,2,20251201,100,1099,1,0,0,0,20251201,2025-12-01
1723,84,2,20260101,57,669,1,0,0,0,20260101,2026-01-01
1724,84,2,20260201,60,699,0,1,0,0,20260201,2026-02-01
1725,85,1,20230901,16,129,1,0,0,0,20230901,2023-09-01
1726,85,1,20231001,7,84,1,0,0,0,20231001,2023-10-01
1727,85,1,20231101,9,94,1,0,0,0,20231101,2023-11-01
1728,85,1,20231201,6,79,0,1,0,0,20231201,2023-12-01
1729,86,1,20230401,95,524,1,0,0,0,20230401,2023-04-01
1730,86,1,20230501,55,324,1,0,0,0,20230501,2023-05-01
1731,86,1,20230601,49,294,1,0,0,0,20230601,2023-06-01
1732,86,1,20230701,34,219,1,0,0,0,20230701,2023-07-01
1733,86,1,20230801,74,419,1,0,0,0,20230801,2023-08-01
1734,86,1,20230901,66,379,1,0,0,0,20230901,2023-09-01
1735,86,1,20231001,67,384,1,0,0,0,20231001,2023-10-01
1736,86,1,20231101,64,369,1,0,0,0,20231101,2023-11-01
1737,86,1,20231201,47,284,1,0,0,0,20231201,2023-12-01
1738,86,1,20240101,57,334,1,0,0,0,20240101,2024-01-01
1739,86,1,20240201,98,539,1,0,0,0,20240201,2024-02-01
1740,86,1,20240301,82,459,1,0,0,0,20240301,2024-03-01
1741,86,1,20240401,35,224,1,0,0,0,20240401,2024-04-01
1742,86,1,20240501,25,174,1,0,0,0,20240501,2024-05-01
1743,86,1,20240601,90,499,0,1,0,0,20240601,2024-06-01
1744,87,1,20231201,6,79,1,0,0,0,20231201,2023-12-01
1745,87,1,20240101,14,119,1,0,0,0,20240101,2024-01-01
1746,87,1,20240201,9,94,0,1,0,0,20240201,2024-02-01
1747,88,1,20220501,53,314,1,0,0,0,20220501,2022-05-01
1748,88,2,20220601,63,729,1,0,1,0,20220601,2022-06-01
1749,88,2,20220701,76,859,1,0,0,0,20220701,2022-07-01
1750,88,2,20220801,95,1049,1,0,0,0,20220801,2022-08-01
1751,88,2,20220901,64,739,1,0,0,0,20220901,2022-09-01
1752,88,2,20221001,98,1079,1,0,0,0,20221001,2022-10-01
1753,88,3,20221101,88,1959,1,0,1,0,20221101,2022-11-01
1754,88,4,20221201,74,3089,1,0,1,0,20221201,2022-12-01
1755,88,4,20230101,76,3159,1,0,0,0,20230101,2023-01-01
1756,88,4,20230201,81,3334,1,0,0,0,20230201,2023-02-01
1757,88,4,20230301,86,3509,1,0,0,0,20230301,2023-03-01
1758,88,4,20230401,56,2459,1,0,0,0,20230401,2023-04-01
1759,88,4,20230501,45,2074,1,0,0,0,20230501,2023-05-01
1760,88,3,20230601,65,1499,1,0,0,1,20230601,2023-06-01
1761,88,3,20230701,41,1019,1,0,0,0,20230701,2023-07-01
1762,88,3,20230801,86,1919,1,0,0,0,20230801,2023-08-01
1763,88,3,20230901,28,759,1,0,0,0,20230901,2023-09-01
1764,88,3,20231001,77,1739,1,0,0,0,20231001,2023-10-01
1765,88,3,20231101,55,1299,1,0,0,0,20231101,2023-11-01
1766,88,3,20231201,25,699,1,0,0,0,20231201,2023-12-01
1767,88,2,20240101,58,679,0,1,0,1,20240101,2024-01-01
1768,89,1,20240701,15,124,1,0,0,0,20240701,2024-07-01
1769,89,1,20240801,17,134,1,0,0,0,20240801,2024-08-01
1770,89,1,20240901,10,99,1,0,0,0,20240901,2024-09-01
1771,89,2,20241001,15,249,1,0,1,0,20241001,2024-10-01
1772,89,2,20241101,10,199,1,0,0,0,20241101,2024-11-01
1773,89,2,20241201,15,249,1,0,0,0,20241201,2024-12-01
1774,89,2,20250101,15,249,1,0,0,0,20250101,2025-01-01
1775,89,2,20250201,7,169,1,0,0,0,20250201,2025-02-01
1776,89,2,20250301,15,249,1,0,0,0,20250301,2025-03-01
1777,89,2,20250401,6,159,1,0,0,0,20250401,2025-04-01
1778,89,2,20250501,7,169,1,0,0,0,20250501,2025-05-01
1779,89,2,20250601,5,149,1,0,0,0,20250601,2025-06-01
1780,89,2,20250701,6,159,1,0,0,0,20250701,2025-07-01
1781,89,2,20250801,10,199,1,0,0,0,20250801,2025-08-01
1782,89,2,20250901,15,249,1,0,0,0,20250901,2025-09-01
1783,89,2,20251001,16,259,1,0,0,0,20251001,2025-10-01
1784,89,2,20251101,10,199,1,0,0,0,20251101,2025-11-01
1785,89,2,20251201,12,219,1,0,0,0,20251201,2025-12-01
1786,89,1,20260101,8,89,1,0,0,1,20260101,2026-01-01
1787,89,1,20260201,20,149,1,0,0,0,20260201,2026-02-01
1788,89,1,20260301,15,124,1,0,0,0,20260301,2026-03-01
1789,89,1,20260401,10,99,1,0,0,0,20260401,2026-04-01
1790,89,1,20260501,15,124,1,0,0,0,20260501,2026-05-01
1791,89,1,20260601,15,124,1,0,0,0,20260601,2026-06-01
1792,89,1,20260701,16,129,1,0,0,0,20260701,2026-07-01
1793,89,1,20260801,10,99,1,0,0,0,20260801,2026-08-01
1794,89,1,20260901,18,139,1,0,0,0,20260901,2026-09-01
1795,89,1,20261001,20,149,1,0,0,0,20261001,2026-10-01
1796,89,1,20261101,7,84,1,0,0,0,20261101,2026-11-01
1797,89,1,20261201,7,84,1,0,0,0,20261201,2026-12-01
1798,90,1,20250101,9,94,1,0,0,0,20250101,2025-01-01
1799,90,1,20250201,9,94,1,0,0,0,20250201,2025-02-01
1800,90,1,20250301,13,114,1,0,0,0,20250301,2025-03-01
1801,90,1,20250401,20,149,1,0,0,0,20250401,2025-04-01
1802,90,1,20250501,14,119,1,0,0,0,20250501,2025-05-01
1803,90,1,20250601,9,94,1,0,0,0,20250601,2025-06-01
1804,90,1,20250701,8,89,1,0,0,0,20250701,2025-07-01
1805,90,1,20250801,7,84,1,0,0,0,20250801,2025-08-01
1806,90,1,20250901,15,124,1,0,0,0,20250901,2025-09-01
1807,90,1,20251001,8,89,1,0,0,0,20251001,2025-10-01
1808,90,1,20251101,12,109,1,0,0,0,20251101,2025-11-01
1809,90,1,20251201,18,139,1,0,0,0,20251201,2025-12-01
1810,90,1,20260101,18,139,1,0,0,0,20260101,2026-01-01
1811,90,1,20260201,18,139,1,0,0,0,20260201,2026-02-01
1812,90,1,20260301,8,89,1,0,0,0,20260301,2026-03-01
1813,90,2,20260401,18,279,1,0,1,0,20260401,2026-04-01
1814,90,2,20260501,9,189,0,1,0,0,20260501,2026-05-01
1815,91,1,20230901,411,2104,1,0,0,0,20230901,2023-09-01
1816,91,1,20231001,314,1619,1,0,0,0,20231001,2023-10-01
1817,91,1,20231101,308,1589,1,0,0,0,20231101,2023-11-01
1818,91,1,20231201,297,1534,1,0,0,0,20231201,2023-12-01
1819,91,1,20240101,153,814,1,0,0,0,20240101,2024-01-01
1820,91,2,20240201,278,2879,1,0,1,0,20240201,2024-02-01
1821,91,2,20240301,477,4869,1,0,0,0,20240301,2024-03-01
1822,91,2,20240401,310,3199,1,0,0,0,20240401,2024-04-01
