SubscriptionID,CompanyID,PlanID,SnapshotDateKey,ActiveUsers,MRR_Amount,IsActive,IsChurned,IsUpgrade,IsDowngrade
1324,47,2,20240301,71,809,1,0,0,0
1325,47,2,20240401,274,2839,1,0,0,0
1326,47,2,20240501,424,4339,1,0,0,0
1327,47,2,20240601,160,1699,1,0,0,0
1328,47,2,20240701,384,3939,1,0,0,0
1329,47,2,20240801,20,299,0,1,0,0
1330,48,3,20230901,213,4459,1,0,0,0
1331,48,3,20231001,252,5239,1,0,0,0
1332,48,3,20231101,137,2939,1,0,0,0
1333,48,3,20231201,339,6979,1,0,0,0
1334,48,3,20240101,468,9559,1,0,0,0
1335,48,3,20240201,320,6599,1,0,0,0
1336,48,3,20240301,325,6699,1,0,0,0
1337,48,3,20240401,64,1479,1,0,0,0
1338,48,3,20240501,160,3399,1,0,0,0
1339,48,3,20240601,36,919,1,0,0,0
1340,48,3,20240701,500,10199,1,0,0,0
1341,48,3,20240801,406,8319,1,0,0,0
1342,48,3,20240901,364,7479,1,0,0,0
1343,48,3,20241001,249,5179,1,0,0,0
1344,48,3,20241101,371,7619,0,1,0,0
1345,49,1,20241101,114,619,1,0,0,0
1346,49,1,20241201,28,189,1,0,0,0
1347,49,1,20250101,89,494,1,0,0,0
1348,49,1,20250201,456,2329,1,0,0,0
1349,49,1,20250301,346,1779,1,0,0,0
1350,49,1,20250401,356,1829,1,0,0,0
1351,49,1,20250501,199,1044,1,0,0,0
1352,49,1,20250601,172,909,1,0,0,0
1353,49,1,20250701,407,2084,1,0,0,0
1354,49,1,20250801,348,1789,1,0,0,0
1355,49,1,20250901,410,2099,1,0,0,0
1356,49,1,20251001,62,359,1,0,0,0
1357,49,1,20251101,500,2549,1,0,0,0
1358,49,1,20251201,238,1239,1,0,0,0
1359,49,1,20260101,487,2484,1,0,0,0
1360,49,1,20260201,270,1399,1,0,0,0
1361,49,1,20260301,176,929,1,0,0,0
1362,49,1,20260401,295,1524,1,0,0,0
1363,49,1,20260501,183,964,1,0,0,0
1364,49,1,20260601,5,74,1,0,0,0
1365,49,1,20260701,429,2194,1,0,0,0
1366,49,1,20260801,279,1444,1,0,0,0
1367,49,1,20260901,490,2499,1,0,0,0
1368,49,1,20261001,16,129,1,0,0,0
1369,49,1,20261101,212,1109,1,0,0,0
1370,49,1,20261201,469,2394,1,0,0,0
1371,50,1,20240401,308,1589,1,0,0,0
1372,50,1,20240501,132,709,1,0,0,0
1373,50,1,20240601,205,1074,1,0,0,0
1374,50,1,20240701,52,309,1,0,0,0
1375,50,1,20240801,27,184,1,0,0,0
1376,50,1,20240901,250,1299,1,0,0,0
1377,50,1,20241001,326,1679,1,0,0,0
1378,50,1,20241101,271,1404,1,0,0,0
1379,50,1,20241201,405,2074,1,0,0,0
1380,50,1,20250101,387,1984,1,0,0,0
1381,50,1,20250201,226,1179,1,0,0,0
1382,50,1,20250301,404,2069,1,0,0,0
1383,50,1,20250401,61,354,1,0,0,0
1384,50,1,20250501,193,1014,1,0,0,0
1385,50,1,20250601,471,2404,1,0,0,0
1386,50,1,20250701,244,1269,1,0,0,0
1387,50,1,20250801,110,599,1,0,0,0
1388,50,1,20250901,154,819,1,0,0,0
1389,50,1,20251001,149,794,0,1,0,0
1390,51,1,20250501,235,1224,1,0,0,0
1391,51,1,20250601,242,1259,1,0,0,0
1392,51,1,20250701,64,369,1,0,0,0
1393,51,1,20250801,401,2054,1,0,0,0
1394,51,1,20250901,180,949,1,0,0,0
1395,51,1,20251001,354,1819,1,0,0,0
1396,51,1,20251101,81,454,1,0,0,0
1397,51,1,20251201,491,2504,1,0,0,0
1398,51,1,20260101,244,1269,1,0,0,0
1399,51,1,20260201,271,1404,1,0,0,0
1400,51,1,20260301,63,364,1,0,0,0
1401,51,1,20260401,462,2359,1,0,0,0
1402,51,1,20260501,152,809,1,0,0,0
1403,51,1,20260601,383,1964,1,0,0,0
1404,51,1,20260701,263,1364,1,0,0,0
1405,51,1,20260801,62,359,0,1,0,0
1406,52,1,20220301,357,1834,1,0,0,0
1407,52,1,20220401,286,1479,1,0,0,0
1408,52,1,20220501,86,479,0,1,0,0
1409,53,1,20221101,44,269,1,0,0,0
1410,53,1,20221201,411,2104,1,0,0,0
1411,53,1,20230101,158,839,1,0,0,0
1412,53,1,20230201,109,594,1,0,0,0
1413,53,1,20230301,351,1804,1,0,0,0
1414,53,1,20230401,478,2439,1,0,0,0
1415,53,1,20230501,246,1279,1,0,0,0
1416,53,1,20230601,429,2194,1,0,0,0
1417,53,1,20230701,51,304,1,0,0,0
1418,53,1,20230801,273,1414,1,0,0,0
1419,53,1,20230901,429,2194,1,0,0,0
1420,53,1,20231001,218,1139,1,0,0,0
1421,53,1,20231101,351,1804,1,0,0,0
1422,53,1,20231201,468,2389,1,0,0,0
1423,53,1,20240101,36,229,1,0,0,0
1424,53,1,20240201,348,1789,1,0,0,0
1425,53,1,20240301,199,1044,1,0,0,0
1426,53,1,20240401,480,2449,1,0,0,0
1427,53,1,20240501,424,2169,1,0,0,0
1428,53,1,20240601,30,199,1,0,0,0
1429,53,1,20240701,404,2069,1,0,0,0
1430,53,1,20240801,357,1834,1,0,0,0
1431,53,1,20240901,490,2499,1,0,0,0
1432,53,1,20241001,202,1059,1,0,0,0
1433,53,1,20241101,340,1749,1,0,0,0
1434,53,1,20241201,253,1314,1,0,0,0
1435,53,1,20250101,256,1329,1,0,0,0
1436,53,1,20250201,237,1234,1,0,0,0
1437,53,1,20250301,442,2259,1,0,0,0
1438,53,1,20250401,485,2474,1,0,0,0
1439,53,1,20250501,252,1309,1,0,0,0
1440,53,1,20250601,131,704,1,0,0,0
1441,53,1,20250701,406,2079,1,0,0,0
1442,53,1,20250801,249,1294,1,0,0,0
1443,53,1,20250901,96,529,1,0,0,0
1444,53,1,20251001,114,619,1,0,0,0
1445,53,1,20251101,276,1429,1,0,0,0
1446,53,1,20251201,425,2174,1,0,0,0
1447,53,1,20260101,77,434,1,0,0,0
1448,53,1,20260201,336,1729,1,0,0,0
1449,53,1,20260301,62,359,1,0,0,0
1450,53,1,20260401,421,2154,1,0,0,0
1451,53,1,20260501,140,749,1,0,0,0
1452,53,1,20260601,428,2189,1,0,0,0
1453,53,1,20260701,80,449,1,0,0,0
1454,53,1,20260801,267,1384,1,0,0,0
1455,53,1,20260901,293,1514,1,0,0,0
1456,53,1,20261001,258,1339,1,0,0,0
1457,53,1,20261101,368,1889,1,0,0,0
1458,53,1,20261201,309,1594,1,0,0,0
1459,54,3,20240401,341,7019,1,0,0,0
1460,54,3,20240501,21,619,1,0,0,0
1461,54,3,20240601,178,3759,1,0,0,0
1462,54,3,20240701,164,3479,1,0,0,0
1463,54,3,20240801,420,8599,1,0,0,0
1464,54,3,20240901,406,8319,1,0,0,0
1465,54,3,20241001,53,1259,1,0,0,0
1466,54,3,20241101,401,8219,1,0,0,0
1467,54,3,20241201,329,6779,1,0,0,0
1468,54,3,20250101,402,8239,1,0,0,0
1469,54,3,20250201,356,7319,1,0,0,0
1470,54,3,20250301,214,4479,1,0,0,0
1471,54,3,20250401,278,5759,1,0,0,0
1472,54,3,20250501,70,1599,1,0,0,0
1473,54,3,20250601,350,7199,1,0,0,0
1474,54,3,20250701,168,3559,1,0,0,0
1475,54,3,20250801,483,9859,1,0,0,0
1476,54,3,20250901,9,379,1,0,0,0
1477,54,3,20251001,306,6319,1,0,0,0
1478,54,3,20251101,422,8639,1,0,0,0
1479,54,3,20251201,444,9079,1,0,0,0
1480,54,3,20260101,177,3739,1,0,0,0
1481,54,3,20260201,321,6619,1,0,0,0
1482,54,3,20260301,373,7659,1,0,0,0
1483,54,3,20260401,71,1619,1,0,0,0
1484,54,3,20260501,350,7199,1,0,0,0
1485,54,3,20260601,137,2939,1,0,0,0
1486,54,3,20260701,187,3939,1,0,0,0
1487,54,3,20260801,418,8559,1,0,0,0
1488,54,3,20260901,55,1299,1,0,0,0
1489,54,3,20261001,318,6559,1,0,0,0
1490,54,3,20261101,61,1419,1,0,0,0
1491,54,3,20261201,171,3619,1,0,0,0
1492,55,2,20220101,308,3179,1,0,0,0
1493,55,2,20220201,237,2469,1,0,0,0
1494,55,2,20220301,182,1919,1,0,0,0
1495,55,2,20220401,339,3489,1,0,0,0
1496,55,2,20220501,178,1879,1,0,0,0
1497,55,2,20220601,345,3549,1,0,0,0
1498,55,2,20220701,91,1009,1,0,0,0
1499,55,2,20220801,412,4219,1,0,0,0
1500,55,2,20220901,158,1679,1,0,0,0
1501,55,2,20221001,311,3209,1,0,0,0
1502,55,2,20221101,126,1359,1,0,0,0
1503,55,2,20221201,105,1149,1,0,0,0
1504,55,2,20230101,133,1429,1,0,0,0
1505,55,2,20230201,216,2259,1,0,0,0
1506,55,2,20230301,321,3309,1,0,0,0
1507,55,2,20230401,401,4109,1,0,0,0
1508,55,2,20230501,375,3849,1,0,0,0
1509,55,2,20230601,356,3659,1,0,0,0
1510,55,2,20230701,69,789,1,0,0,0
1511,55,2,20230801,62,719,1,0,0,0
1512,55,2,20230901,199,2089,1,0,0,0
1513,55,2,20231001,418,4279,1,0,0,0
1514,55,2,20231101,381,3909,1,0,0,0
1515,55,2,20231201,6,159,1,0,0,0
1516,55,2,20240101,466,4759,1,0,0,0
1517,55,2,20240201,337,3469,1,0,0,0
1518,55,2,20240301,103,1129,1,0,0,0
1519,55,2,20240401,361,3709,1,0,0,0
1520,55,2,20240501,139,1489,1,0,0,0
1521,55,2,20240601,13,229,1,0,0,0
1522,55,2,20240701,125,1349,1,0,0,0
1523,55,2,20240801,302,3119,1,0,0,0
1524,55,2,20240901,380,3899,1,0,0,0
1525,55,2,20241001,497,5069,1,0,0,0
1526,55,2,20241101,222,2319,1,0,0,0
1527,55,2,20241201,100,1099,1,0,0,0
1528,55,2,20250101,416,4259,1,0,0,0
1529,55,2,20250201,133,1429,1,0,0,0
1530,55,2,20250301,329,3389,1,0,0,0
1531,55,2,20250401,398,4079,0,1,0,0
1532,56,1,20230501,235,1224,1,0,0,0
1533,56,1,20230601,150,799,1,0,0,0
1534,56,1,20230701,121,654,1,0,0,0
1535,56,1,20230801,104,569,1,0,0,0
1536,56,1,20230901,85,474,1,0,0,0
1537,56,1,20231001,435,2224,1,0,0,0
1538,56,1,20231101,51,304,1,0,0,0
1539,56,1,20231201,412,2109,1,0,0,0
1540,56,1,20240101,444,2269,1,0,0,0
1541,56,1,20240201,442,2259,1,0,0,0
1542,56,1,20240301,243,1264,1,0,0,0
1543,56,1,20240401,467,2384,1,0,0,0
1544,56,1,20240501,180,949,1,0,0,0
1545,56,1,20240601,250,1299,0,1,0,0
1546,57,3,20250201,269,5579,1,0,0,0
1547,57,3,20250301,383,7859,1,0,0,0
1548,57,3,20250401,189,3979,1,0,0,0
1549,57,3,20250501,356,7319,1,0,0,0
1550,57,3,20250601,400,8199,1,0,0,0
1551,57,3,20250701,136,2919,1,0,0,0
1552,57,3,20250801,434,8879,1,0,0,0
1553,57,3,20250901,90,1999,1,0,0,0
1554,57,3,20251001,119,2579,1,0,0,0
1555,57,3,20251101,234,4879,1,0,0,0
1556,57,3,20251201,227,4739,1,0,0,0
1557,57,3,20260101,261,5419,1,0,0,0
1558,57,3,20260201,92,2039,1,0,0,0
1559,57,3,20260301,432,8839,1,0,0,0
1560,57,3,20260401,16,519,1,0,0,0
1561,57,3,20260501,445,9099,1,0,0,0
1562,57,3,20260601,431,8819,1,0,0,0
1563,57,3,20260701,476,9719,1,0,0,0
1564,57,3,20260801,174,3679,1,0,0,0
1565,57,3,20260901,159,3379,1,0,0,0
1566,57,3,20261001,94,2079,1,0,0,0
1567,57,3,20261101,384,7879,1,0,0,0
1568,57,3,20261201,268,5559,1,0,0,0
1569,58,2,20250401,297,3069,1,0,0,0
1570,58,2,20250501,317,3269,1,0,0,0
1571,58,2,20250601,474,4839,1,0,0,0
1572,58,2,20250701,420,4299,1,0,0,0
1573,58,2,20250801,282,2919,1,0,0,0
1574,58,2,20250901,216,2259,1,0,0,0
1575,58,2,20251001,477,4869,1,0,0,0
1576,58,2,20251101,142,1519,1,0,0,0
1577,58,2,20251201,420,4299,1,0,0,0
1578,58,2,20260101,405,4149,1,0,0,0
1579,58,2,20260201,165,1749,1,0,0,0
1580,58,2,20260301,352,3619,1,0,0,0
1581,58,2,20260401,379,3889,1,0,0,0
1582,58,2,20260501,373,3829,1,0,0,0
1583,58,2,20260601,73,829,1,0,0,0
1584,58,2,20260701,35,449,1,0,0,0
1585,58,2,20260801,412,4219,1,0,0,0
1586,58,2,20260901,139,1489,1,0,0,0
1587,58,2,20261001,492,5019,1,0,0,0
1588,58,2,20261101,212,2219,1,0,0,0
1589,58,2,20261201,284,2939,1,0,0,0
1590,59,1,20250201,111,604,1,0,0,0
1591,59,1,20250301,137,734,1,0,0,0
1592,59,1,20250401,392,2009,1,0,0,0
1593,59,1,20250501,389,1994,1,0,0,0
1594,59,1,20250601,424,2169,1,0,0,0
1595,59,1,20250701,392,2009,1,0,0,0
1596,59,1,20250801,453,2314,1,0,0,0
1597,59,1,20250901,401,2054,1,0,0,0
1598,59,1,20251001,7,84,0,1,0,0
1599,60,3,20240701,72,1639,1,0,0,0
1600,60,3,20240801,47,1139,1,0,0,0
1601,60,3,20240901,89,1979,1,0,0,0
1602,60,3,20241001,280,5799,1,0,0,0
1603,60,3,20241101,366,7519,1,0,0,0
1604,60,3,20241201,468,9559,1,0,0,0
1605,60,3,20250101,188,3959,1,0,0,0
1606,60,3,20250201,214,4479,1,0,0,0
1607,60,3,20250301,42,1039,1,0,0,0
1608,60,3,20250401,176,3719,1,0,0,0
1609,60,3,20250501,420,8599,1,0,0,0
1610,60,3,20250601,471,9619,1,0,0,0
1611,60,3,20250701,13,459,1,0,0,0
1612,60,3,20250801,325,6699,1,0,0,0
1613,60,3,20250901,476,9719,1,0,0,0
1614,60,3,20251001,484,9879,1,0,0,0
1615,60,3,20251101,462,9439,1,0,0,0
1616,60,3,20251201,166,3519,1,0,0,0
1617,60,3,20260101,87,1939,1,0,0,0
1618,60,3,20260201,441,9019,1,0,0,0
1619,60,3,20260301,283,5859,1,0,0,0
1620,60,3,20260401,186,3919,1,0,0,0
1621,60,3,20260501,12,439,1,0,0,0
1622,60,3,20260601,148,3159,1,0,0,0
1623,60,3,20260701,399,8179,1,0,0,0
1624,60,3,20260801,430,8799,1,0,0,0
1625,60,3,20260901,322,6639,1,0,0,0
1626,60,3,20261001,86,1919,1,0,0,0
1627,60,3,20261101,286,5919,1,0,0,0
1628,60,3,20261201,56,1319,0,1,0,0
1629,61,2,20250501,22,319,1,0,0,0
1630,61,2,20250601,489,4989,1,0,0,0
1631,61,2,20250701,264,2739,1,0,0,0
1632,61,2,20250801,290,2999,0,1,0,0
1633,62,2,20240101,42,519,1,0,0,0
1634,62,2,20240201,148,1579,1,0,0,0
1635,62,2,20240301,375,3849,1,0,0,0
1636,62,2,20240401,214,2239,1,0,0,0
1637,62,2,20240501,70,799,1,0,0,0
1638,62,2,20240601,51,609,0,1,0,0
1639,63,2,20220901,402,4119,1,0,0,0
1640,63,2,20221001,240,2499,1,0,0,0
1641,63,2,20221101,212,2219,1,0,0,0
1642,63,2,20221201,318,3279,1,0,0,0
1643,63,2,20230101,85,949,1,0,0,0
1644,63,2,20230201,268,2779,0,1,0,0
1645,64,3,20240501,495,10099,1,0,0,0
1646,64,3,20240601,386,7919,1,0,0,0
1647,64,3,20240701,391,8019,1,0,0,0
1648,64,3,20240801,336,6919,1,0,0,0
1649,64,3,20240901,49,1179,1,0,0,0
1650,64,3,20241001,276,5719,1,0,0,0
1651,64,3,20241101,42,1039,1,0,0,0
1652,64,3,20241201,371,7619,1,0,0,0
1653,64,3,20250101,56,1319,1,0,0,0
1654,64,3,20250201,68,1559,1,0,0,0
1655,64,3,20250301,231,4819,1,0,0,0
1656,64,3,20250401,353,7259,1,0,0,0
1657,64,3,20250501,364,7479,1,0,0,0
1658,64,3,20250601,261,5419,1,0,0,0
1659,64,3,20250701,290,5999,0,1,0,0
1660,65,1,20240801,462,2359,1,0,0,0
1661,65,1,20240901,394,2019,1,0,0,0
1662,65,1,20241001,228,1189,1,0,0,0
1663,65,1,20241101,486,2479,1,0,0,0
1664,65,1,20241201,466,2379,1,0,0,0
1665,65,1,20250101,223,1164,1,0,0,0
1666,65,1,20250201,264,1369,1,0,0,0
1667,65,1,20250301,219,1144,1,0,0,0
1668,65,1,20250401,22,159,1,0,0,0
1669,65,1,20250501,418,2139,1,0,0,0
1670,65,1,20250601,19,144,1,0,0,0
1671,65,1,20250701,197,1034,1,0,0,0
1672,65,1,20250801,272,1409,1,0,0,0
1673,65,1,20250901,397,2034,1,0,0,0
1674,65,1,20251001,128,689,1,0,0,0
1675,65,1,20251101,163,864,1,0,0,0
1676,65,1,20251201,459,2344,1,0,0,0
1677,65,1,20260101,240,1249,1,0,0,0
1678,65,1,20260201,70,399,1,0,0,0
1679,65,1,20260301,19,144,1,0,0,0
1680,65,1,20260401,222,1159,1,0,0,0
1681,65,1,20260501,456,2329,1,0,0,0
1682,65,1,20260601,350,1799,1,0,0,0
1683,65,1,20260701,102,559,1,0,0,0
1684,65,1,20260801,222,1159,1,0,0,0
1685,65,1,20260901,107,584,1,0,0,0
1686,65,1,20261001,132,709,1,0,0,0
1687,65,1,20261101,335,1724,1,0,0,0
1688,65,1,20261201,465,2374,1,0,0,0
1689,66,1,20220801,370,1899,1,0,0,0
1690,66,1,20220901,18,139,1,0,0,0
1691,66,1,20221001,368,1889,1,0,0,0
1692,66,1,20221101,233,1214,1,0,0,0
1693,66,1,20221201,430,2199,1,0,0,0
1694,66,1,20230101,383,1964,0,1,0,0
1695,67,1,20221101,197,1034,1,0,0,0
1696,67,1,20221201,457,2334,1,0,0,0
1697,67,1,20230101,237,1234,1,0,0,0
1698,67,1,20230201,25,174,1,0,0,0
1699,67,1,20230301,69,394,1,0,0,0
1700,67,1,20230401,417,2134,1,0,0,0
1701,67,1,20230501,254,1319,1,0,0,0
1702,67,1,20230601,232,1209,1,0,0,0
1703,67,1,20230701,83,464,1,0,0,0
1704,67,1,20230801,145,774,1,0,0,0
1705,67,1,20230901,417,2134,1,0,0,0
1706,67,1,20231001,306,1579,1,0,0,0
1707,67,1,20231101,467,2384,1,0,0,0
1708,67,1,20231201,369,1894,1,0,0,0
1709,67,1,20240101,267,1384,1,0,0,0
1710,67,1,20240201,175,924,1,0,0,0
1711,67,1,20240301,362,1859,1,0,0,0
1712,67,1,20240401,354,1819,1,0,0,0
1713,67,1,20240501,455,2324,1,0,0,0
1714,67,1,20240601,366,1879,1,0,0,0
1715,67,1,20240701,15,124,1,0,0,0
1716,67,1,20240801,81,454,1,0,0,0
1717,67,1,20240901,162,859,0,1,0,0
1718,68,2,20230201,321,3309,1,0,0,0
1719,68,2,20230301,212,2219,1,0,0,0
1720,68,2,20230401,471,4809,1,0,0,0
1721,68,2,20230501,356,3659,1,0,0,0
1722,68,2,20230601,334,3439,1,0,0,0
1723,68,2,20230701,270,2799,1,0,0,0
1724,68,2,20230801,377,3869,1,0,0,0
1725,68,2,20230901,321,3309,1,0,0,0
1726,68,2,20231001,285,2949,1,0,0,0
1727,68,2,20231101,233,2429,1,0,0,0
1728,68,2,20231201,64,739,1,0,0,0
1729,68,2,20240101,396,4059,1,0,0,0
1730,68,2,20240201,419,4289,1,0,0,0
1731,68,2,20240301,477,4869,1,0,0,0
1732,68,2,20240401,122,1319,1,0,0,0
1733,68,2,20240501,258,2679,1,0,0,0
1734,68,2,20240601,240,2499,1,0,0,0
1735,68,2,20240701,373,3829,1,0,0,0
1736,68,2,20240801,473,4829,1,0,0,0
1737,68,2,20240901,89,989,1,0,0,0
1738,68,2,20241001,395,4049,1,0,0,0
1739,68,2,20241101,23,329,1,0,0,0
1740,68,2,20241201,12,219,1,0,0,0
1741,68,2,20250101,108,1179,0,1,0,0
1742,69,2,20241201,361,3709,1,0,0,0
1743,69,2,20250101,458,4679,1,0,0,0
1744,69,2,20250201,132,1419,1,0,0,0
1745,69,2,20250301,45,549,1,0,0,0
1746,69,2,20250401,177,1869,1,0,0,0
1747,69,2,20250501,256,2659,1,0,0,0
1748,69,2,20250601,196,2059,1,0,0,0
1749,69,2,20250701,49,589,1,0,0,0
1750,69,2,20250801,370,3799,1,0,0,0
1751,69,2,20250901,320,3299,1,0,0,0
1752,69,2,20251001,72,819,0,1,0,0
1753,70,3,20231001,438,8959,1,0,0,0
1754,70,3,20231101,363,7459,1,0,0,0
1755,70,3,20231201,498,10159,1,0,0,0
1756,70,3,20240101,327,6739,1,0,0,0
1757,70,3,20240201,378,7759,1,0,0,0
1758,70,3,20240301,369,7579,1,0,0,0
1759,70,3,20240401,42,1039,1,0,0,0
1760,70,3,20240501,243,5059,1,0,0,0
1761,70,3,20240601,236,4919,1,0,0,0
1762,70,3,20240701,349,7179,1,0,0,0
1763,70,3,20240801,12,439,0,1,0,0
1764,71,1,20250701,475,2424,1,0,0,0
1765,71,1,20250801,5,74,1,0,0,0
1766,71,1,20250901,19,144,1,0,0,0
1767,71,1,20251001,357,1834,1,0,0,0
1768,71,1,20251101,32,209,1,0,0,0
1769,71,1,20251201,413,2114,1,0,0,0
1770,71,1,20260101,174,919,1,0,0,0
1771,71,1,20260201,322,1659,1,0,0,0
1772,71,1,20260301,426,2179,1,0,0,0
1773,71,1,20260401,477,2434,1,0,0,0
1774,71,1,20260501,346,1779,1,0,0,0
1775,71,1,20260601,363,1864,1,0,0,0
1776,71,1,20260701,331,1704,1,0,0,0
1777,71,1,20260801,414,2119,1,0,0,0
1778,71,1,20260901,267,1384,1,0,0,0
1779,71,1,20261001,120,649,1,0,0,0
1780,71,1,20261101,379,1944,1,0,0,0
1781,71,1,20261201,53,314,1,0,0,0
1782,72,1,20230201,216,1129,1,0,0,0
1783,72,1,20230301,112,609,1,0,0,0
1784,72,1,20230401,496,2529,1,0,0,0
1785,72,1,20230501,168,889,1,0,0,0
1786,72,1,20230601,59,344,1,0,0,0
1787,72,1,20230701,192,1009,1,0,0,0
1788,72,1,20230801,182,959,1,0,0,0
1789,72,1,20230901,331,1704,1,0,0,0
1790,72,1,20231001,77,434,1,0,0,0
1791,72,1,20231101,464,2369,1,0,0,0
1792,72,1,20231201,132,709,1,0,0,0
1793,72,1,20240101,235,1224,1,0,0,0
1794,72,1,20240201,20,149,1,0,0,0
1795,72,1,20240301,325,1674,1,0,0,0
1796,72,1,20240401,16,129,1,0,0,0
1797,72,1,20240501,380,1949,1,0,0,0
1798,72,1,20240601,292,1509,1,0,0,0
1799,72,1,20240701,192,1009,1,0,0,0
1800,72,1,20240801,473,2414,1,0,0,0
1801,72,1,20240901,372,1909,1,0,0,0
1802,72,1,20241001,42,259,1,0,0,0
1803,72,1,20241101,383,1964,1,0,0,0
1804,72,1,20241201,279,1444,1,0,0,0
1805,72,1,20250101,359,1844,1,0,0,0
1806,72,1,20250201,10,99,1,0,0,0
1807,72,1,20250301,365,1874,1,0,0,0
1808,72,1,20250401,434,2219,1,0,0,0
1809,72,1,20250501,390,1999,1,0,0,0
1810,72,1,20250601,329,1694,1,0,0,0
1811,72,1,20250701,35,224,1,0,0,0
1812,72,1,20250801,184,969,1,0,0,0
1813,72,1,20250901,245,1274,1,0,0,0
1814,72,1,20251001,355,1824,1,0,0,0
1815,72,1,20251101,147,784,1,0,0,0
1816,72,1,20251201,427,2184,1,0,0,0
1817,72,1,20260101,140,749,1,0,0,0
1818,72,1,20260201,308,1589,1,0,0,0
1819,72,1,20260301,366,1879,1,0,0,0
1820,72,1,20260401,159,844,1,0,0,0
1821,72,1,20260501,213,1114,1,0,0,0
1822,72,1,20260601,413,2114,1,0,0,0
1823,72,1,20260701,78,439,1,0,0,0
1824,72,1,20260801,195,1024,1,0,0,0
1825,72,1,20260901,179,944,1,0,0,0
1826,72,1,20261001,68,389,1,0,0,0
1827,72,1,20261101,84,469,1,0,0,0
1828,72,1,20261201,70,399,1,0,0,0
1829,73,2,20250201,302,3119,1,0,0,0
1830,73,2,20250301,48,579,1,0,0,0
1831,73,2,20250401,400,4099,1,0,0,0
1832,73,2,20250501,222,2319,1,0,0,0
1833,73,2,20250601,192,2019,1,0,0,0
1834,73,2,20250701,134,1439,1,0,0,0
1835,73,2,20250801,369,3789,1,0,0,0
1836,73,2,20250901,152,1619,1,0,0,0
1837,73,2,20251001,492,5019,1,0,0,0
1838,73,2,20251101,96,1059,1,0,0,0
1839,73,2,20251201,225,2349,1,0,0,0
1840,73,2,20260101,111,1209,1,0,0,0
1841,73,2,20260201,103,1129,1,0,0,0
1842,73,2,20260301,451,4609,1,0,0,0
1843,73,2,20260401,343,3529,1,0,0,0
1844,73,2,20260501,314,3239,1,0,0,0
1845,73,2,20260601,486,4959,1,0,0,0
1846,73,2,20260701,286,2959,0,1,0,0
1847,74,2,20240301,8,179,1,0,0,0
1848,74,2,20240401,181,1909,1,0,0,0
1849,74,2,20240501,134,1439,1,0,0,0
1850,74,2,20240601,177,1869,1,0,0,0
1851,74,2,20240701,5,149,1,0,0,0
1852,74,2,20240801,257,2669,1,0,0,0
1853,74,2,20240901,194,2039,1,0,0,0
1854,74,2,20241001,454,4639,1,0,0,0
1855,74,2,20241101,301,3109,1,0,0,0
1856,74,2,20241201,27,369,1,0,0,0
1857,74,2,20250101,425,4349,1,0,0,0
1858,74,2,20250201,161,1709,1,0,0,0
1859,74,2,20250301,415,4249,1,0,0,0
1860,74,2,20250401,159,1689,1,0,0,0
1861,74,2,20250501,53,629,1,0,0,0
1862,74,2,20250601,299,3089,1,0,0,0
1863,74,2,20250701,62,719,1,0,0,0
1864,74,2,20250801,96,1059,1,0,0,0
1865,74,2,20250901,498,5079,1,0,0,0
1866,74,2,20251001,325,3349,1,0,0,0
1867,74,2,20251101,424,4339,1,0,0,0
1868,74,2,20251201,226,2359,1,0,0,0
1869,74,2,20260101,52,619,1,0,0,0
1870,74,2,20260201,137,1469,1,0,0,0
1871,74,2,20260301,453,4629,1,0,0,0
1872,74,2,20260401,115,1249,1,0,0,0
1873,74,2,20260501,347,3569,1,0,0,0
1874,74,2,20260601,65,749,1,0,0,0
1875,74,2,20260701,499,5089,1,0,0,0
1876,74,2,20260801,399,4089,1,0,0,0
1877,74,2,20260901,83,929,1,0,0,0
1878,74,2,20261001,70,799,1,0,0,0
1879,74,2,20261101,106,1159,1,0,0,0
1880,74,2,20261201,438,4479,1,0,0,0
1881,75,2,20240501,292,3019,1,0,0,0
1882,75,2,20240601,203,2129,1,0,0,0
1883,75,2,20240701,129,1389,1,0,0,0
1884,75,2,20240801,43,529,1,0,0,0
1885,75,2,20240901,154,1639,1,0,0,0
1886,75,2,20241001,42,519,1,0,0,0
1887,75,2,20241101,255,2649,1,0,0,0
1888,75,2,20241201,327,3369,1,0,0,0
1889,75,2,20250101,89,989,1,0,0,0
1890,75,2,20250201,204,2139,0,1,0,0
1891,76,3,20230601,131,2819,1,0,0,0
1892,76,3,20230701,188,3959,1,0,0,0
1893,76,3,20230801,169,3579,1,0,0,0
1894,76,3,20230901,65,1499,0,1,0,0
1895,77,2,20241201,285,2949,1,0,0,0
1896,77,2,20250101,451,4609,0,1,0,0
1897,78,2,20240501,402,4119,1,0,0,0
1898,78,2,20240601,97,1069,1,0,0,0
1899,78,2,20240701,223,2329,1,0,0,0
1900,78,2,20240801,374,3839,1,0,0,0
1901,78,2,20240901,194,2039,1,0,0,0
1902,78,2,20241001,92,1019,1,0,0,0
1903,78,2,20241101,317,3269,1,0,0,0
1904,78,2,20241201,281,2909,1,0,0,0
1905,78,2,20250101,27,369,1,0,0,0
1906,78,2,20250201,40,499,1,0,0,0
1907,78,2,20250301,318,3279,1,0,0,0
1908,78,2,20250401,165,1749,1,0,0,0
